<1556798499> DEBUG: msg: VkClient: sent request: https://api.vk.com/method/groups.getLongPollServer?v=5.90&access_token=d378d1136fb1ec1e8ec80b516656adbf536a3512e74a22d9c106f42389cdb8b654ab109fa286a8393f5c4
<1556799782> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799782> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799782> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799782> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799782> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799782> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799782> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799782> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799782> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799783> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799783> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799783> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799783> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799783> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799783> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799783> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799783> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799783> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799783> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799783> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799783> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799783> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799783> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799784> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799784> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799784> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799784> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799784> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799784> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799784> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799784> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799784> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799784> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799784> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799784> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799785> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799785> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799785> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799785> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799785> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799785> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799785> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799785> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799785> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799785> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799785> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799785> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799786> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799786> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799786> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799786> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799786> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799786> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799786> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799786> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799786> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799786> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799787> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799787> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799787> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799787> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799787> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799787> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799787> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799787> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799787> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799787> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799787> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799787> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799787> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799787> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799788> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799788> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799788> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799788> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799788> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799788> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799788> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799788> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799788> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799788> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799788> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799788> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799789> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799789> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799789> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799789> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799789> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799789> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799789> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799789> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799789> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799789> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799789> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799789> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799790> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799790> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799790> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799790> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799790> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799790> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799790> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799790> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799790> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799790> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799791> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799791> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799791> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799791> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799791> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799791> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799791> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799791> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799791> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799791> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799791> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799791> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799792> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799792> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799792> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799792> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799792> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799792> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799792> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799792> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799792> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799792> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799792> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799792> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799793> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799793> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799793> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799793> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799793> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799793> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799793> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799793> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799793> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799793> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799793> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799793> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799794> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799794> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799794> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799794> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799794> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799794> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799794> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799794> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799794> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799794> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799794> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799794> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799795> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799795> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799795> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799795> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799795> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799795> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799795> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799795> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799795> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799795> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799795> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799795> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799796> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799796> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799796> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799796> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799796> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799796> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799796> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799796> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799796> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799796> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799796> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799796> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799797> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}

<1556799797> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4441
<1556799797> DEBUG: msg: VkClient: got response: {"ts":"4441","updates":[]}
